n_estimators,max_depth,learning_rate,subsample,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
50,3,0.01,1.0,0.6651242901237113,0.6150057443779305,DOWN,0.4407753050327301,0.5592247247695923
50,3,0.01,0.8,0.6652076207124943,0.6150057443779305,DOWN,0.4359738230705261,0.5640261769294739
50,3,0.01,0.5,0.6660208056456115,0.6150057443779305,DOWN,0.43355098366737366,0.5664490461349487
100,3,0.01,0.8,0.6667876824392963,0.6122957172776596,DOWN,0.49439293146133423,0.5056070685386658
100,3,0.01,1.0,0.6669597244117437,0.610943452233711,UP,0.5222139358520508,0.4777860641479492
100,3,0.01,0.5,0.6673073070384071,0.6143268633497695,DOWN,0.4784504175186157,0.5215495824813843
50,5,0.01,0.8,0.6673900167694011,0.6150057443779305,DOWN,0.4619033932685852,0.5380966067314148
50,5,0.01,0.5,0.6678669295488957,0.6150057443779305,DOWN,0.4422505795955658,0.5577493906021118
50,7,0.01,0.5,0.6685716812137397,0.6143296118559562,DOWN,0.4281578063964844,0.5718421936035156
50,7,0.01,0.8,0.6686195710892529,0.6136507308277951,DOWN,0.4649271070957184,0.535072922706604
150,3,0.01,1.0,0.6688308780038503,0.6204203015660988,UP,0.5744418501853943,0.4255581498146057
50,3,0.03,1.0,0.6690581910437996,0.6210964340880731,UP,0.5765587687492371,0.42344123125076294
50,5,0.01,1.0,0.6690772176707057,0.6163580094218792,DOWN,0.4394865334033966,0.5605134963989258
50,9,0.01,0.8,0.6694329231987277,0.6143296118559562,DOWN,0.47264355421066284,0.5273564457893372
50,3,0.03,0.5,0.6694362184145448,0.6163552609156923,DOWN,0.4601176977157593,0.5398823022842407
150,3,0.01,0.8,0.6694607335077349,0.6136479823216082,UP,0.5246467590332031,0.4753532409667969
150,3,0.01,0.5,0.6700107268066686,0.6143296118559562,DOWN,0.49366939067840576,0.5063306093215942
100,5,0.01,0.5,0.670486126533535,0.6210991825942601,UP,0.5092605352401733,0.49073946475982666
50,9,0.01,0.5,0.6709005276883081,0.6150057443779305,DOWN,0.4249418079853058,0.5750582218170166
50,3,0.03,0.8,0.6712481912786519,0.6163580094218791,UP,0.5221033692359924,0.47789663076400757
200,3,0.01,0.8,0.67148390406073,0.6231193346416223,UP,0.540887176990509,0.45911282300949097
100,5,0.01,0.8,0.6720137029965567,0.6102563256869892,UP,0.5312184691429138,0.4687815308570862
200,3,0.01,1.0,0.6730849200824153,0.6116223332618723,UP,0.6042501330375671,0.39574986696243286
50,5,0.03,0.5,0.6733037397232889,0.6041738814954072,UP,0.5413821935653687,0.45861780643463135
100,7,0.01,0.5,0.6733776063067783,0.6102728167241104,DOWN,0.48943281173706055,0.5105671882629395
200,3,0.01,0.5,0.6738042547686177,0.6210909370756993,UP,0.502627432346344,0.497372567653656
100,7,0.01,0.8,0.6740419001799495,0.6095884386835754,UP,0.528564989566803,0.471435010433197
50,3,0.05,0.5,0.6741517551833015,0.6068811600894913,DOWN,0.48547449707984924,0.5145255327224731
250,3,0.01,0.8,0.6743222788510058,0.6204203015660988,UP,0.5613860487937927,0.4386139512062073
100,5,0.01,1.0,0.674668982784048,0.6129663527872601,UP,0.545711874961853,0.454288125038147
100,9,0.01,0.5,0.6749827633652643,0.6089178031739749,DOWN,0.48365873098373413,0.5163412690162659
50,7,0.01,1.0,0.6750012835956191,0.6102673197117366,UP,0.5120559930801392,0.48794400691986084
50,9,0.01,1.0,0.675008093943758,0.6102700682179236,UP,0.5569510459899902,0.44304895401000977
100,9,0.01,0.8,0.6755694443739676,0.6089150546677881,UP,0.5343260169029236,0.4656739830970764
150,5,0.01,0.5,0.6755773799124443,0.6197496660564982,UP,0.5362359285354614,0.4637640714645386
250,3,0.01,0.5,0.6758676363766064,0.6143268633497695,UP,0.5211328268051147,0.47886717319488525
50,3,0.05,0.8,0.6761386892594833,0.6150029958717437,UP,0.5613330602645874,0.4386669397354126
300,3,0.01,0.8,0.6767561614870797,0.6190597910035897,UP,0.5775956511497498,0.42240434885025024
250,3,0.01,1.0,0.6770426197439349,0.6035004974796199,UP,0.6332955956459045,0.36670440435409546
50,3,0.05,1.0,0.677430332165425,0.6055398890702903,UP,0.6107593178749084,0.38924068212509155
150,5,0.01,0.8,0.6777626961540694,0.6061967820489564,UP,0.556937575340271,0.443062424659729
100,3,0.03,1.0,0.6792043799424509,0.6041738814954072,UP,0.5904933214187622,0.4095066785812378
100,3,0.03,0.5,0.679305263149199,0.6021427354232974,UP,0.5075649619102478,0.4924350380897522
150,7,0.01,0.5,0.6797810440283301,0.6041711329892204,UP,0.5074959993362427,0.4925040006637573
300,3,0.01,0.5,0.6798686623278534,0.6102700682179235,UP,0.5406985878944397,0.4593014121055603
300,3,0.01,1.0,0.6800219483290207,0.6007932188855357,UP,0.6250618100166321,0.3749381899833679
50,5,0.03,0.8,0.6800673969060025,0.6021372384109237,UP,0.5385450124740601,0.46145498752593994
200,5,0.01,0.5,0.6804821648217212,0.6190680365221503,UP,0.5607980489730835,0.4392019510269165
100,3,0.03,0.8,0.6805462518488322,0.6109379552213372,UP,0.6162009835243225,0.3837990164756775
150,9,0.01,0.5,0.6819623759490154,0.5913191180593348,UP,0.5016670823097229,0.4983329176902771
50,9,0.03,0.5,0.6821891704385527,0.5920034960998697,DOWN,0.4964231550693512,0.5035768747329712
100,7,0.01,1.0,0.682315212495359,0.6068811600894913,UP,0.5116752982139587,0.48832470178604126
50,5,0.03,1.0,0.682394797528195,0.6136452338154214,UP,0.6415002942085266,0.3584997057914734
150,7,0.01,0.8,0.682512426040104,0.6021454839294843,UP,0.5700194239616394,0.4299805760383606
150,5,0.01,1.0,0.6826579736167689,0.6102645712055498,UP,0.6171411871910095,0.3828588128089905
200,5,0.01,0.8,0.6829400749613418,0.6055261465393559,UP,0.5810763239860535,0.41892367601394653
50,7,0.03,0.5,0.6832790695870733,0.5994546963725216,UP,0.5658782124519348,0.4341217875480652
150,9,0.01,0.8,0.6847591361453652,0.5946997806692064,UP,0.5819669365882874,0.41803306341171265
250,5,0.01,0.5,0.6848323875036813,0.6143323603621432,UP,0.5825416445732117,0.41745835542678833
100,9,0.01,1.0,0.685308586818825,0.6055398890702902,UP,0.6416200995445251,0.35837990045547485
200,7,0.01,0.5,0.6857500220473468,0.6028243649576455,UP,0.5100810527801514,0.48991894721984863
100,5,0.03,0.5,0.6871898452312474,0.5926741316094702,UP,0.582008421421051,0.417991578578949
150,3,0.03,1.0,0.6875919402229377,0.6109571947646454,UP,0.6616095304489136,0.3383904695510864
250,5,0.01,0.8,0.6883873827658037,0.6055288950455427,UP,0.5857084393501282,0.4142915606498718
200,9,0.01,0.5,0.6884265054339368,0.5987648213196128,UP,0.5221717357635498,0.4778282642364502
50,7,0.03,0.8,0.6887289612173708,0.5913218665655217,UP,0.5300363302230835,0.4699636697769165
200,7,0.01,0.8,0.6892937692334304,0.6014830939384445,UP,0.5902503728866577,0.4097496271133423
50,5,0.05,0.5,0.6893530509355849,0.594048384702914,UP,0.5963507294654846,0.4036492705345154
200,5,0.01,1.0,0.6893973585850653,0.6122957172776596,UP,0.6284318566322327,0.37156814336776733
50,5,0.05,0.8,0.6895160993432251,0.6035059944919937,UP,0.5131247639656067,0.4868752360343933
150,3,0.03,0.5,0.6901004718711338,0.5987730668381734,UP,0.5254354476928711,0.4745645523071289
250,7,0.01,0.5,0.6905327949285547,0.5933420186128839,UP,0.5453435182571411,0.4546564817428589
100,3,0.05,1.0,0.6906664733189443,0.6082444191581876,UP,0.7060644030570984,0.2939355969429016
50,9,0.03,0.8,0.6910026352565238,0.5974235503004118,UP,0.5522592663764954,0.44774073362350464
150,7,0.01,1.0,0.6910606386820751,0.6068839085956782,UP,0.5492087602615356,0.45079123973846436
50,7,0.03,1.0,0.6912564341597065,0.6034922519610592,UP,0.5676531791687012,0.43234682083129883
50,5,0.05,1.0,0.69154679785095,0.6109352067151503,UP,0.5894092321395874,0.4105907678604126
300,5,0.01,0.5,0.6915959805605004,0.6007932188855357,UP,0.5845891833305359,0.4154108166694641
100,3,0.05,0.5,0.6922826472179064,0.5872540774089282,UP,0.5613221526145935,0.4386778473854065
50,3,0.1,1.0,0.6925676955616442,0.6116278302742459,UP,0.6387593150138855,0.3612406849861145
300,5,0.01,0.8,0.6926760194574028,0.600787721873162,UP,0.6020936965942383,0.3979063034057617
150,3,0.03,0.8,0.6929623410777349,0.60213174139855,UP,0.6417138576507568,0.35828614234924316
200,9,0.01,0.8,0.6937372672478223,0.5960630397379024,UP,0.6261430978775024,0.37385690212249756
100,3,0.05,0.8,0.6941005388331307,0.6014638543951363,UP,0.5999830365180969,0.4000169634819031
250,9,0.01,0.5,0.6949209528371542,0.5886090909590638,UP,0.5360870957374573,0.4639129042625427
