n_estimators,max_depth,learning_rate,subsample,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
150,3,0.01,0.8,0.6013973023511839,0.7036340748803025,DOWN,0.46735191345214844,0.5326480865478516
150,3,0.01,0.5,0.601573546740039,0.7043157044146507,DOWN,0.44312340021133423,0.5568765997886658
100,3,0.01,0.5,0.6016533595400332,0.7029579423583283,DOWN,0.3966071307659149,0.6033928394317627
100,3,0.01,0.8,0.6018448936290156,0.7029579423583283,DOWN,0.4375491440296173,0.5624508857727051
100,5,0.01,0.8,0.6023840208560104,0.7056679694585992,DOWN,0.4450235366821289,0.5549764633178711
200,3,0.01,0.8,0.6024678288123549,0.702281809836354,DOWN,0.47393855452537537,0.5260614156723022
50,7,0.01,0.8,0.6027269375858583,0.7029579423583283,DOWN,0.39682409167289734,0.6031758785247803
200,3,0.01,0.5,0.602812510082618,0.7043129559084638,DOWN,0.431090772151947,0.568909227848053
50,5,0.01,0.8,0.6028225475835469,0.7029579423583283,DOWN,0.3875265419483185,0.6124734878540039
50,3,0.03,0.5,0.6028431420634288,0.7009267962862186,DOWN,0.44157907366752625,0.5584208965301514
50,5,0.01,0.5,0.6031286286512252,0.7029579423583283,DOWN,0.37155982851982117,0.6284401416778564
50,3,0.01,0.5,0.6033258772033827,0.7029579423583283,DOWN,0.36365270614624023,0.6363472938537598
250,3,0.01,0.5,0.6034219164040446,0.7029579423583282,DOWN,0.4298667013645172,0.5701333284378052
50,3,0.03,0.8,0.6035656506325006,0.7009240477800316,DOWN,0.4838317930698395,0.5161682367324829
100,7,0.01,0.8,0.6035782409623495,0.7063468504867605,DOWN,0.4698321521282196,0.530167818069458
100,5,0.01,0.5,0.6037176092982489,0.7029579423583283,DOWN,0.42934319376945496,0.5706567764282227
50,9,0.01,0.8,0.6038257554526841,0.7029579423583283,DOWN,0.3964039385318756,0.6035960912704468
50,7,0.01,0.5,0.6041210661340934,0.7029579423583283,DOWN,0.36301863193511963,0.6369813680648804
250,3,0.01,0.8,0.6041427114824486,0.7009267962862186,DOWN,0.4647766053676605,0.5352233648300171
100,7,0.01,0.5,0.6042623132699161,0.7070229830087348,DOWN,0.4308338463306427,0.5691661834716797
50,3,0.01,0.8,0.6043181425806351,0.7029579423583283,DOWN,0.38192957639694214,0.6180704236030579
50,9,0.01,0.5,0.6046365681425241,0.7029579423583283,DOWN,0.3727983236312866,0.6272016763687134
150,5,0.01,0.8,0.6046603479645647,0.700253412270431,DOWN,0.4865710735321045,0.5134289264678955
100,9,0.01,0.8,0.6046801218920363,0.7043184529208375,DOWN,0.4683408737182617,0.5316591262817383
50,3,0.05,1.0,0.6048058780918188,0.701597431795819,DOWN,0.4581175148487091,0.5418825149536133
50,7,0.01,1.0,0.6051159260127327,0.7036340748803025,DOWN,0.4006471037864685,0.5993528962135315
150,3,0.01,1.0,0.6051260002267544,0.7036368233864895,UP,0.5022832751274109,0.4977167248725891
100,3,0.01,1.0,0.6053064305293175,0.7029579423583283,DOWN,0.46424415707588196,0.5357558727264404
100,3,0.03,0.8,0.605377689497135,0.6948251125513284,DOWN,0.4720761477947235,0.5279238224029541
50,3,0.03,1.0,0.6054551929274882,0.7043129559084638,DOWN,0.49657124280929565,0.5034287571907043
300,3,0.01,0.8,0.6054934044463309,0.7009295447924053,DOWN,0.4666764438152313,0.5333235263824463
50,3,0.01,1.0,0.6055006968378807,0.7029579423583283,DOWN,0.40773817896842957,0.592261791229248
50,3,0.05,0.8,0.605779770784393,0.6927994634915923,DOWN,0.4658181965351105,0.5341818332672119
200,3,0.01,1.0,0.6059161693975842,0.7043129559084638,UP,0.5292451977729797,0.47075480222702026
100,9,0.01,0.5,0.6061374097345146,0.7036368233864895,DOWN,0.4040426015853882,0.5959573984146118
