n_estimators,max_depth,learning_rate,subsample,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
200,5,0.03,0.8,0.7175302700304208,0.5575069949482456,UP,0.7577386498451233,0.2422613501548767
50,3,0.2,1.0,0.7183246439128698,0.5670058323301287,UP,0.7399963736534119,0.26000362634658813
100,3,0.1,0.8,0.7197579986481579,0.5453366095527081,UP,0.6904502511024475,0.3095497488975525
250,5,0.03,1.0,0.7199555591568689,0.5737616605374979,UP,0.7521589994430542,0.2478410005569458
100,9,0.03,0.5,0.7204385748330054,0.5500640401941544,UP,0.6391521692276001,0.3608478307723999
250,3,0.05,1.0,0.7207193339277246,0.5514025627071687,UP,0.7807517647743225,0.2192482352256775
150,5,0.05,1.0,0.7215805426582161,0.5554840943946965,UP,0.8134787678718567,0.1865212321281433
100,9,0.03,1.0,0.7225539208111164,0.5615830296233998,UP,0.8084895610809326,0.19151043891906738
50,5,0.1,0.8,0.7236226642450275,0.5439678534716381,UP,0.6822587847709656,0.3177412152290344
50,5,0.1,0.5,0.7241874174806986,0.5534749363720818,UP,0.6962246894836426,0.3037753105163574
250,3,0.05,0.8,0.7252272427764316,0.5493851591659933,UP,0.6721977591514587,0.32780224084854126
300,9,0.01,1.0,0.7254079308270031,0.5493989016969277,UP,0.743739664554596,0.25626033544540405
100,5,0.05,0.5,0.7270565937814717,0.5493796621536194,UP,0.7161187529563904,0.2838812470436096
200,5,0.03,0.5,0.727949438839751,0.5514245507566637,UP,0.6705271005630493,0.3294728994369507
100,7,0.05,0.8,0.7283244890347085,0.5615637900800915,UP,0.7694422602653503,0.23055773973464966
100,3,0.1,0.5,0.7284421029264553,0.5453311125403343,UP,0.6588683128356934,0.34113168716430664
150,7,0.03,1.0,0.7286130755666244,0.5656343277428718,UP,0.6868069767951965,0.31319302320480347
200,3,0.05,0.5,0.7287258869325669,0.5507456697285025,UP,0.754051148891449,0.24594885110855103
150,3,0.1,1.0,0.7298526972514764,0.5500612916879676,UP,0.807966411113739,0.192033588886261
50,3,0.2,0.8,0.7303437527604287,0.5446549800183601,UP,0.6936184167861938,0.30638158321380615
300,3,0.05,1.0,0.7304249641135486,0.5486925356068977,UP,0.7897401452064514,0.21025985479354858
250,5,0.03,0.8,0.7312056410553794,0.553447451310213,UP,0.7258135676383972,0.2741864323616028
300,5,0.03,1.0,0.7328051968596636,0.5751166740876333,UP,0.7843036651611328,0.2156963348388672
150,7,0.03,0.5,0.7331814881123705,0.5568363594386452,UP,0.7749196290969849,0.22508037090301514
300,3,0.05,0.8,0.7337327013161756,0.5527658217758648,UP,0.6596627831459045,0.34033721685409546
250,3,0.05,0.5,0.7338363616972244,0.5609068971014254,UP,0.7559478878974915,0.24405211210250854
100,7,0.05,0.5,0.7343735937478568,0.5412578263713672,UP,0.566284716129303,0.433715283870697
150,5,0.05,0.8,0.7349243357116308,0.5588592599921943,UP,0.7513636350631714,0.2486363649368286
200,7,0.03,0.8,0.7353391367642791,0.5581831274702199,UP,0.7771493792533875,0.22285062074661255
150,9,0.03,0.8,0.7361512792869717,0.5642765656865493,UP,0.7714818120002747,0.22851818799972534
200,5,0.05,1.0,0.7365876081497565,0.5629325461611614,UP,0.802631676197052,0.197368323802948
50,7,0.1,1.0,0.7377158884354449,0.5676517312840471,UP,0.7090007662773132,0.29099923372268677
250,5,0.03,0.5,0.7384130083478008,0.5541318293507479,UP,0.6749680042266846,0.32503199577331543
100,7,0.05,1.0,0.7384699136753069,0.5629243006426008,UP,0.7289117574691772,0.27108824253082275
100,9,0.05,0.5,0.7407311934564059,0.5541373263631216,UP,0.6446318030357361,0.3553681969642639
150,9,0.03,0.5,0.7408110654015027,0.5527713187882387,UP,0.7331514954566956,0.26684850454330444
300,5,0.03,0.8,0.7419717468620649,0.547365007118631,UP,0.7656577825546265,0.23434221744537354
300,3,0.05,0.5,0.7422404094279221,0.5609041485952385,UP,0.8030580878257751,0.19694191217422485
100,9,0.05,0.8,0.7439069341630226,0.5554758488761358,UP,0.8459396362304688,0.15406036376953125
150,9,0.03,1.0,0.7442727922415813,0.5595601290698505,UP,0.8201508522033691,0.17984914779663086
