feature,importance
vix_spike,0.12958135
pct_b,0.090679936
dist_from_low_20,0.077311784
dist_from_high_20,0.065199494
pcr_z,0.06167418
vix_pct,0.05624397
atr_ratio,0.055499397
consec_up,0.051667776
bb_width,0.051374532
vwap_dev,0.045628097
vix_change,0.045214884
ret_3d,0.04481883
ret_5d,0.04312497
macd_hist,0.041350007
lower_wick,0.040048912
z20,0.036007565
rsi,0.03578007
intraday_trend,0.028509459
ret_10d,0.00016572312
bn_vs_nifty,6.830272e-05
stoch_k,5.0858485e-05
fii_z,0.0
trend,0.0
upper_wick,0.0
vol_ratio,0.0
body_pct,0.0
sell_pct,0.0
buy_pct,0.0
or_range,0.0
institutional_proxy,0.0
