n_estimators,max_depth,learning_rate,subsample,avg_logloss,avg_accuracy,prediction,up_prob,down_prob
50,5,0.01,1.0,0.6926633500517644,0.5446769680678551,UP,0.5462642312049866,0.4537357687950134
50,7,0.01,0.8,0.6936097308516436,0.5352028672416541,UP,0.5881249308586121,0.41187506914138794
50,7,0.01,1.0,0.6938643107727467,0.5264158929621751,UP,0.5847686529159546,0.4152313470840454
50,5,0.01,0.8,0.6942002910681047,0.5352001187354674,UP,0.5790068507194519,0.4209931492805481
50,3,0.01,1.0,0.6945860536667494,0.5635976846583882,UP,0.5970183610916138,0.40298163890838623
50,9,0.01,0.8,0.6947425317051866,0.5379019003171776,UP,0.5898573994636536,0.41014260053634644
100,7,0.01,1.0,0.6963283482331369,0.5480658761962873,UP,0.6906814575195312,0.30931854248046875
100,5,0.01,1.0,0.6964536589331375,0.5406339154669437,UP,0.6494535803794861,0.3505464196205139
50,3,0.01,0.8,0.6965522537277885,0.5345267347196799,UP,0.5898840427398682,0.41011595726013184
100,3,0.01,1.0,0.6972704466745415,0.543313708999159,UP,0.651885449886322,0.348114550113678
100,5,0.01,0.8,0.6975011355981314,0.5500942737622102,UP,0.6436793208122253,0.35632067918777466
50,7,0.01,0.5,0.6977799889981018,0.5223563493241423,UP,0.5875545740127563,0.41244542598724365
100,3,0.01,0.8,0.6979318845006359,0.55349417591539,UP,0.6404494643211365,0.3595505356788635
100,7,0.01,0.8,0.6982925179239382,0.5528043008624812,UP,0.641552209854126,0.358447790145874
50,5,0.01,0.5,0.6986605686019977,0.5142427590604507,UP,0.5598323345184326,0.4401676654815674
50,9,0.01,0.5,0.6988093076442804,0.5216774682959812,UP,0.5803738832473755,0.4196261167526245
50,3,0.03,1.0,0.6995786652657188,0.5487475057306354,UP,0.7134413719177246,0.2865586280822754
50,3,0.01,0.5,0.6996319031612303,0.4946184248860744,UP,0.5759221911430359,0.4240778088569641
50,9,0.01,1.0,0.7002339122893743,0.5446769680678551,UP,0.6113695502281189,0.3886304497718811
50,3,0.03,0.8,0.7007134563821787,0.5609426276818549,UP,0.6679064035415649,0.33209359645843506
150,3,0.01,0.8,0.7012909675889966,0.5562124485342216,UP,0.6857714653015137,0.31422853469848633
150,3,0.01,1.0,0.7013066483257182,0.5514602813370933,UP,0.7168776392936707,0.28312236070632935
100,3,0.01,0.5,0.7018679824709686,0.5318524381998383,UP,0.583026647567749,0.416973352432251
100,5,0.01,0.5,0.7018872953844264,0.5460484726551119,UP,0.597560465335846,0.40243953466415405
100,7,0.01,0.5,0.702162673230409,0.5392761534106213,UP,0.6381403803825378,0.36185961961746216
100,9,0.01,0.8,0.7028438112867706,0.55888949356025,UP,0.6499982476234436,0.3500017523765564
150,5,0.01,0.8,0.7031420189601,0.5615995206605211,UP,0.7227824926376343,0.2772175073623657
200,3,0.01,0.8,0.7039541773242229,0.5480851157395955,UP,0.7312126755714417,0.26878732442855835
150,3,0.01,0.5,0.704222995022678,0.5453778371455115,UP,0.6189756393432617,0.3810243606567383
150,5,0.01,1.0,0.7054979027520147,0.5487557512491961,UP,0.7335460186004639,0.26645398139953613
50,5,0.03,1.0,0.7057596967566395,0.5528152948872288,UP,0.7294371724128723,0.2705628275871277
200,3,0.01,0.5,0.7058785179257213,0.5507896458274928,UP,0.6525508761405945,0.3474491238594055
50,5,0.03,0.8,0.7063370563802139,0.5433439425672147,UP,0.7185330986976624,0.28146690130233765
100,9,0.01,0.5,0.7063792624071632,0.5440173265830022,UP,0.6418641209602356,0.3581358790397644
50,7,0.03,1.0,0.7066239640975917,0.5507731547903715,UP,0.772788405418396,0.227211594581604
150,7,0.01,0.8,0.706804352702743,0.5663406938329019,UP,0.7361648082733154,0.26383519172668457
250,3,0.01,0.8,0.7068587072151837,0.5494318837711704,UP,0.7520820498466492,0.24791795015335083
150,5,0.01,0.5,0.706884396558039,0.5541620629188037,UP,0.6243613958358765,0.37563860416412354
50,3,0.03,0.5,0.7070830821437136,0.5250883644739085,UP,0.6573742628097534,0.3426257371902466
200,3,0.01,1.0,0.707131963559868,0.5413127964951049,UP,0.7714632153511047,0.22853678464889526
100,3,0.03,0.8,0.707290184011072,0.5521254198343201,UP,0.7780278921127319,0.22197210788726807
